Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation of Leukocyte Cell-Cell Adhesion (GO:1903038)	1/32	0.07406544979139525	0.14549616026214798	0	0	13.6726149622512	35.58716590068139	PAG1
Response to Steroid Hormone (GO:0048545)	1/33	0.07629124969085073	0.14639672237974058	0	0	13.24468085106383	34.08117343215803	NR3C1
Regulation of Cholesterol Efflux (GO:0010874)	1/33	0.07629124969085073	0.14639672237974058	0	0	13.24468085106383	34.08117343215803	ABCA8
Sphingolipid Catabolic Process (GO:0030149)	1/33	0.07629124969085073	0.14639672237974058	0	0	13.24468085106383	34.08117343215803	PLPP1
Phospholipid Dephosphorylation (GO:0046839)	1/33	0.07629124969085073	0.14639672237974058	0	0	13.24468085106383	34.08117343215803	PLPP1
Multicellular Organismal-Level Water Homeostasis (GO:0050891)	1/33	0.07629124969085073	0.14639672237974058	0	0	13.24468085106383	34.08117343215803	ADCY9
Positive Regulation of ATP Metabolic Process (GO:1903580)	1/33	0.07629124969085073	0.14639672237974058	0	0	13.24468085106383	34.08117343215803	SLC4A4
Positive Regulation of Response to Wounding (GO:1903036)	1/34	0.07851181039259558	0.14950333243341	0	0	12.842682140554482	32.6782845194062	MYLK
Peptidyl-serine Modification (GO:0018209)	1/34	0.07851181039259558	0.14950333243341	0	0	12.842682140554482	32.6782845194062	PCK1
Negative Regulation of Cellular Response to Insulin Stimulus (GO:1900077)	1/35	0.08072714397087608	0.15197496421789927	0	0	12.46433041301627	31.36873609624054	APPL2
Cellular Response to cAMP (GO:0071320)	1/35	0.08072714397087608	0.15197496421789927	0	0	12.46433041301627	31.36873609624054	AQP8
Cellular Response to Osmotic Stress (GO:0071470)	1/35	0.08072714397087608	0.15197496421789927	0	0	12.46433041301627	31.36873609624054	MYLK
Gluconeogenesis (GO:0006094)	1/36	0.08293726244296368	0.15263663663465352	0	0	12.10759878419453	30.143935528683446	PCK1
Response to Glucocorticoid (GO:0051384)	1/36	0.08293726244296368	0.15263663663465352	0	0	12.10759878419453	30.143935528683446	NR3C1
Response to Transforming Growth Factor Beta (GO:0071559)	1/36	0.08293726244296368	0.15263663663465352	0	0	12.10759878419453	30.143935528683446	NR3C1
Positive Regulation of Mitotic Nuclear Division (GO:0045840)	1/36	0.08293726244296368	0.15263663663465352	0	0	12.10759878419453	30.143935528683446	EDN3
Positive Regulation of Signaling (GO:0023056)	1/36	0.08293726244296368	0.15263663663465352	0	0	12.10759878419453	30.143935528683446	EDN3
Regulation of p38MAPK Cascade (GO:1900744)	1/36	0.08293726244296368	0.15263663663465352	0	0	12.10759878419453	30.143935528683446	RELL1
Negative Regulation of Cytokine Production (GO:0001818)	2/200	0.08322842762171248	0.15263663663465352	0	0	4.337725076855512	10.784305954054673	IL6R;APPL2
Regulation of D-glucose Import Across Plasma Membrane (GO:0046324)	1/37	0.08514217784287476	0.15387513595603183	0	0	11.770685579196217	28.996292220497825	APPL2
Positive Regulation of Cytokine Production Involved in Immune Response (GO:0002720)	1/37	0.08514217784287476	0.15387513595603183	0	0	11.770685579196217	28.996292220497825	SECTM1
Regulation of Metal Ion Transport (GO:0010959)	1/37	0.08514217784287476	0.15387513595603183	0	0	11.770685579196217	28.996292220497825	ANK2
Peptidyl-serine Phosphorylation (GO:0018105)	1/37	0.08514217784287476	0.15387513595603183	0	0	11.770685579196217	28.996292220497825	PCK1
Negative Regulation of Lymphocyte Activation (GO:0051250)	1/38	0.08734190215153488	0.15503187631897442	0	0	11.45198389879241	27.91907730207378	PAG1
Cardiac Muscle Cell Action Potential (GO:0086001)	1/38	0.08734190215153488	0.15503187631897442	0	0	11.45198389879241	27.91907730207378	ANK2
Cardiac Muscle Cell Action Potential Involved in Contraction (GO:0086002)	1/38	0.08734190215153488	0.15503187631897442	0	0	11.45198389879241	27.91907730207378	ANK2
Negative Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033)	1/38	0.08734190215153488	0.15503187631897442	0	0	11.45198389879241	27.91907730207378	LPAR1
Cellular Response to Glucose Stimulus (GO:0071333)	1/38	0.08734190215153488	0.15503187631897442	0	0	11.45198389879241	27.91907730207378	PCK1
Positive Regulation of Carbohydrate Metabolic Process (GO:0045913)	1/39	0.08953644731895927	0.15724245341880833	0	0	11.150055991041434	26.906306081935305	SLC4A4
Hexose Biosynthetic Process (GO:0019319)	1/39	0.08953644731895927	0.15724245341880833	0	0	11.150055991041434	26.906306081935305	PCK1
Regulation of Response to Biotic Stimulus (GO:0002831)	1/39	0.08953644731895927	0.15724245341880833	0	0	11.150055991041434	26.906306081935305	APPL2
Liver Development (GO:0001889)	1/40	0.09172582526946642	0.16052019422156624	0	0	10.863611565739225	25.952639098328586	PCK1
Negative Regulation of Cell-Substrate Adhesion (GO:0010812)	1/41	0.09391004794021858	0.16319333505695327	0	0	10.591489361702127	25.05329843565195	GCNT2
Response to cAMP (GO:0051591)	1/41	0.09391004794021858	0.16319333505695327	0	0	10.591489361702127	25.05329843565195	AQP8
Regulation of Cardiac Muscle Contraction (GO:0055117)	1/42	0.09608912719651233	0.16394091198225255	0	0	10.332641411520498	24.203996656798854	ANK2
Positive Regulation of Lipid Biosynthetic Process (GO:0046889)	1/42	0.09608912719651233	0.16394091198225255	0	0	10.332641411520498	24.203996656798854	PCK1
Regulation of Heart Rate by Cardiac Conduction (GO:0086091)	1/42	0.09608912719651233	0.16394091198225255	0	0	10.332641411520498	24.203996656798854	ANK2
Lipid Modification (GO:0030258)	1/42	0.09608912719651233	0.16394091198225255	0	0	10.332641411520498	24.203996656798854	PLPP1
Visual System Development (GO:0150063)	1/42	0.09608912719651233	0.16394091198225255	0	0	10.332641411520498	24.203996656798854	MEIS1
Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123)	2/218	0.09631940905194716	0.16394091198225255	0	0	3.972624798711755	9.296281421042073	LPAR1;SECTM1
Notch Signaling Pathway (GO:0007219)	1/43	0.09826307487256424	0.16611138847504905	0	0	10.08611955420466	23.400876172094083	SORBS2
Digestive Tract Development (GO:0048565)	1/43	0.09826307487256424	0.16611138847504905	0	0	10.08611955420466	23.400876172094083	PYY
Carboxylic Acid Metabolic Process (GO:0019752)	1/44	0.1004319028156185	0.16749884462873288	0	0	9.851063829787234	22.640457319741365	PCK1
Positive Regulation of Stress Fiber Assembly (GO:0051496)	1/44	0.1004319028156185	0.16749884462873288	0	0	9.851063829787234	22.640457319741365	LPAR1
Neutrophil Chemotaxis (GO:0030593)	1/44	0.1004319028156185	0.16749884462873288	0	0	9.851063829787234	22.640457319741365	EDN3
Vitamin Transport (GO:0051180)	1/44	0.1004319028156185	0.16749884462873288	0	0	9.851063829787234	22.640457319741365	ABCG2
Blood Vessel Diameter Maintenance (GO:0097746)	1/45	0.10259562282115367	0.16996674847371127	0	0	9.62669245647969	21.91959374925238	EDN3
Phospholipid Biosynthetic Process (GO:0008654)	1/45	0.10259562282115367	0.16996674847371127	0	0	9.62669245647969	21.91959374925238	ABCA8
Regulation of Chemokine Production (GO:0032642)	1/46	0.10475424665272434	0.1723935781006755	0	0	9.412293144208038	21.235433925545344	IL6R
Positive Regulation of Wound Healing (GO:0090303)	1/46	0.10475424665272434	0.1723935781006755	0	0	9.412293144208038	21.235433925545344	MYLK
Regulated Exocytosis (GO:0045055)	1/47	0.1069077860677883	0.17420711369078945	0	0	9.207215541165587	20.585387807497664	TPH1
Cardiac Conduction (GO:0061337)	1/47	0.1069077860677883	0.17420711369078945	0	0	9.207215541165587	20.585387807497664	ANK2
Negative Regulation of Organelle Assembly (GO:1902116)	1/47	0.1069077860677883	0.17420711369078945	0	0	9.207215541165587	20.585387807497664	LPAR1
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	2/234	0.1084170675019559	0.17484179879485207	0	0	3.6956521739130435	8.210888217942754	EDN3;ANK2
Pyruvate Metabolic Process (GO:0006090)	1/48	0.10905625276942482	0.17484179879485207	0	0	9.010864644635582	19.967097917958455	PCK1
Blood Circulation (GO:0008015)	1/48	0.10905625276942482	0.17484179879485207	0	0	9.010864644635582	19.967097917958455	EDN3
Positive Regulation of miRNA Transcription (GO:1902895)	1/48	0.10905625276942482	0.17484179879485207	0	0	9.010864644635582	19.967097917958455	NR3C1
Monoatomic Cation Transport (GO:0006812)	1/48	0.10905625276942482	0.17484179879485207	0	0	9.010864644635582	19.967097917958455	TRPM6
Regulation of Cell Migration (GO:0030334)	3/484	0.10988028730356704	0.1753707717514212	0	0	2.6986832986832985	5.959674512722529	GCNT2;APPL2;MYLK
Negative Regulation of Biosynthetic Process (GO:0009890)	1/49	0.11119965848123285	0.1753707717514212	0	0	8.822695035460994	19.378414132394244	IL6R
Positive Regulation of Epithelial to Mesenchymal Transition (GO:0010718)	1/49	0.11119965848123285	0.1753707717514212	0	0	8.822695035460994	19.378414132394244	GCNT2
Regulation of Glycolytic Process (GO:0006110)	1/49	0.11119965848123285	0.1753707717514212	0	0	8.822695035460994	19.378414132394244	SLC4A4
Purine Ribonucleotide Biosynthetic Process (GO:0009152)	1/49	0.11119965848123285	0.1753707717514212	0	0	8.822695035460994	19.378414132394244	ADCY9
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	2/238	0.11150334783390162	0.1753707717514212	0	0	3.632277081798084	7.968128642963538	ADCY9;LPAR1
Positive Regulation of T Cell Mediated Immunity (GO:0002711)	1/50	0.11333801483691312	0.1771351992891378	0	0	8.642205818497612	18.81737166641443	SECTM1
Positive Regulation of Smooth Muscle Cell Proliferation (GO:0048661)	1/50	0.11333801483691312	0.1771351992891378	0	0	8.642205818497612	18.81737166641443	IL6R
Macromolecule Biosynthetic Process (GO:0009059)	2/243	0.1153938807229927	0.17822749301245852	0	0	3.5560165975103732	7.678876297519073	MGAT4A;GCNT2
Positive Regulation of Cell-Cell Adhesion (GO:0022409)	1/51	0.11547133350102946	0.17822749301245852	0	0	8.468936170212766	18.28217177060722	GCNT2
Response to Glucose (GO:0009749)	1/51	0.11547133350102946	0.17822749301245852	0	0	8.468936170212766	18.28217177060722	PCK1
Neutrophil Migration (GO:1990266)	1/51	0.11547133350102946	0.17822749301245852	0	0	8.468936170212766	18.28217177060722	EDN3
Hexose Metabolic Process (GO:0019318)	1/52	0.11759962606705118	0.18039201899791493	0	0	8.302461410095953	17.771164785812676	PCK1
Intracellular Glucose Homeostasis (GO:0001678)	1/52	0.11759962606705118	0.18039201899791493	0	0	8.302461410095953	17.771164785812676	PCK1
Positive Regulation of Actin Filament Bundle Assembly (GO:0032233)	1/53	0.11972290415463233	0.18085800414848713	0	0	8.142389525368248	17.28283520220542	LPAR1
Negative Regulation of Cell Projection Organization (GO:0031345)	1/53	0.11972290415463233	0.18085800414848713	0	0	8.142389525368248	17.28283520220542	LPAR1
Regulation of Wound Healing (GO:0061041)	1/53	0.11972290415463233	0.18085800414848713	0	0	8.142389525368248	17.28283520220542	MYLK
Positive Regulation of Osteoblast Differentiation (GO:0045669)	1/53	0.11972290415463233	0.18085800414848713	0	0	8.142389525368248	17.28283520220542	IL6R
Monoatomic Anion Transport (GO:0006820)	1/53	0.11972290415463233	0.18085800414848713	0	0	8.142389525368248	17.28283520220542	CLIC5
Regulation of Smooth Muscle Cell Proliferation (GO:0048660)	1/54	0.1218411792961756	0.1818470453759738	0	0	7.988358089120835	16.815788479202197	IL6R
Positive Regulation of miRNA Metabolic Process (GO:2000630)	1/54	0.1218411792961756	0.1818470453759738	0	0	7.988358089120835	16.815788479202197	NR3C1
Collagen Fibril Organization (GO:0030199)	1/54	0.1218411792961756	0.1818470453759738	0	0	7.988358089120835	16.815788479202197	DPT
Regulation of Release of Sequestered Calcium Ion Into Cytosol (GO:0051279)	1/54	0.1218411792961756	0.1818470453759738	0	0	7.988358089120835	16.815788479202197	ANK2
Negative Regulation of Neuron Projection Development (GO:0010977)	1/55	0.12395446305282025	0.18352683556493776	0	0	7.840031520882585	16.36873936245896	LPAR1
Regulation of Peptide Hormone Secretion (GO:0090276)	1/55	0.12395446305282025	0.18352683556493776	0	0	7.840031520882585	16.36873936245896	IL6R
Positive Regulation of Cell Motility (GO:2000147)	2/254	0.12407448038192975	0.18352683556493776	0	0	3.398895790200138	7.093064688650431	GCNT2;MYLK
B Cell Differentiation (GO:0030183)	1/56	0.12606276692593982	0.1851702118909513	0	0	7.697098646034816	15.940501530593654	AQP8
Cholesterol Transport (GO:0030301)	1/56	0.12606276692593982	0.1851702118909513	0	0	7.697098646034816	15.940501530593654	ABCA8
Negative Regulation of T Cell Activation (GO:0050868)	1/57	0.12816610239534657	0.1851702118909513	0	0	7.5592705167173255	15.529978380002284	PAG1
Positive Regulation of Chemokine Production (GO:0032722)	1/57	0.12816610239534657	0.1851702118909513	0	0	7.5592705167173255	15.529978380002284	IL6R
Response to Peptide Hormone (GO:0043434)	1/57	0.12816610239534657	0.1851702118909513	0	0	7.5592705167173255	15.529978380002284	PCK1
Positive Regulation of Immune Effector Process (GO:0002699)	1/57	0.12816610239534657	0.1851702118909513	0	0	7.5592705167173255	15.529978380002284	PCK1
Ceramide Metabolic Process (GO:0006672)	1/57	0.12816610239534657	0.1851702118909513	0	0	7.5592705167173255	15.529978380002284	PLPP1
Regulation of Mitotic Nuclear Division (GO:0007088)	1/57	0.12816610239534657	0.1851702118909513	0	0	7.5592705167173255	15.529978380002284	EDN3
Inorganic Anion Transport (GO:0015698)	1/58	0.13026448091117324	0.18657477525317895	0	0	7.4262784621127285	15.136154814985696	CLIC5
Lipid Catabolic Process (GO:0016042)	1/58	0.13026448091117324	0.18657477525317895	0	0	7.4262784621127285	15.136154814985696	PLPP1
Dicarboxylic Acid Metabolic Process (GO:0043648)	1/58	0.13026448091117324	0.18657477525317895	0	0	7.4262784621127285	15.136154814985696	PCK1
Cellular Response to Calcium Ion (GO:0071277)	1/60	0.1344464128504467	0.19201111260537934	0	0	7.173818968626037	14.394910368283425	CPNE8
Negative Regulation of Response to Stimulus (GO:0048585)	1/62	0.13860865387730728	0.19626353554707043	0	0	6.937914196023718	13.71001749051947	APPL2
Post-transcriptional Regulation of Gene Expression (GO:0010608)	1/62	0.13860865387730728	0.19626353554707043	0	0	6.937914196023718	13.71001749051947	GCNT2
Protein Homotetramerization (GO:0051289)	1/62	0.13860865387730728	0.19626353554707043	0	0	6.937914196023718	13.71001749051947	APPL2
Glycerophospholipid Metabolic Process (GO:0006650)	1/63	0.14068241867365208	0.19863398318410536	0	0	6.82566918325326	13.386845588592887	PRDX6
Granulocyte Chemotaxis (GO:0071621)	1/65	0.14481529337334623	0.2027414107226847	0	0	6.611702127659575	12.77576681342427	EDN3
Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900015)	1/65	0.14481529337334623	0.2027414107226847	0	0	6.611702127659575	12.77576681342427	APPL2
Regulation of Neurogenesis (GO:0050767)	1/65	0.14481529337334623	0.2027414107226847	0	0	6.611702127659575	12.77576681342427	APPL2
Positive Regulation of T Cell Differentiation (GO:0045582)	1/67	0.14892870325533528	0.20617706272395997	0	0	6.4107027724049	12.20782172752252	PCK1
Regulation of Cell Communication (GO:0010646)	1/67	0.14892870325533528	0.20617706272395997	0	0	6.4107027724049	12.20782172752252	ANK2
Positive Regulation of Phagocytosis (GO:0050766)	1/67	0.14892870325533528	0.20617706272395997	0	0	6.4107027724049	12.20782172752252	APPL2
Regulation of miRNA Transcription (GO:1902893)	1/67	0.14892870325533528	0.20617706272395997	0	0	6.4107027724049	12.20782172752252	NR3C1
Glucose Metabolic Process (GO:0006006)	1/68	0.15097813695287216	0.20787981832169192	0	0	6.314703080342966	11.938705459864398	PCK1
Cytokine-mediated Signaling Pathway (GO:0019221)	2/287	0.15099520002843217	0.20787981832169192	0	0	3.0003051106025933	5.672098505491233	IL6R;APPL2
Eye Development (GO:0001654)	1/69	0.15302273806390057	0.20951047057233768	0	0	6.221526908635795	11.678855914035092	MEIS1
Phospholipid Metabolic Process (GO:0006644)	1/69	0.15302273806390057	0.20951047057233768	0	0	6.221526908635795	11.678855914035092	PLPP1
Autophagosome Organization (GO:1905037)	1/70	0.1550625177486151	0.21171997615676294	0	0	6.1310514955288316	11.427831826618126	TP53INP2
Negative Regulation of Cell Adhesion (GO:0007162)	1/71	0.15709748713271285	0.2139108249450912	0	0	6.043161094224924	11.185218757947172	GCNT2
Positive Regulation of Cell-Substrate Adhesion (GO:0010811)	1/72	0.15912765729428072	0.2149088197697215	0	0	5.957746478873239	10.950627114887546	EDIL3
Neurogenesis (GO:0022008)	1/72	0.15912765729428072	0.2149088197697215	0	0	5.957746478873239	10.950627114887546	LPAR1
Positive Regulation of Small GTPase Mediated Signal Transduction (GO:0051057)	1/72	0.15912765729428072	0.2149088197697215	0	0	5.957746478873239	10.950627114887546	LPAR1
Extrinsic Apoptotic Signaling Pathway (GO:0097191)	1/73	0.1611530393681039	0.21511220486628102	0	0	5.874704491725768	10.72369034010183	IL6R
Autophagosome Assembly (GO:0000045)	1/73	0.1611530393681039	0.21511220486628102	0	0	5.874704491725768	10.72369034010183	TP53INP2
Cell Surface Receptor Signaling Pathway via JAK-STAT (GO:0007259)	1/73	0.1611530393681039	0.21511220486628102	0	0	5.874704491725768	10.72369034010183	IL6R
Regulation of Heart Contraction (GO:0008016)	1/73	0.1611530393681039	0.21511220486628102	0	0	5.874704491725768	10.72369034010183	ANK2
Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	2/301	0.16275245520694953	0.21511220486628102	0	0	2.8577868256507197	5.1883831758694745	LPAR1;SECTM1
Regulation of Stress Fiber Assembly (GO:0051492)	1/74	0.16317364433518702	0.21511220486628102	0	0	5.793937627513844	10.50406326706721	LPAR1
Sensory Organ Development (GO:0007423)	1/74	0.16317364433518702	0.21511220486628102	0	0	5.793937627513844	10.50406326706721	MEIS1
Organic Cation Transport (GO:0015695)	1/74	0.16317364433518702	0.21511220486628102	0	0	5.793937627513844	10.50406326706721	AQP8
Plasma Membrane Organization (GO:0007009)	1/74	0.16317364433518702	0.21511220486628102	0	0	5.793937627513844	10.50406326706721	ANK2
Protein Phosphorylation (GO:0006468)	2/305	0.16614287140214412	0.21844710869541173	0	0	2.8194862964557323	5.060716224750215	PCK1;MYLK
Establishment of Protein Localization to Membrane (GO:0090150)	1/76	0.16720056718493012	0.21925773585992156	0	0	5.63886524822695	10.085455516530569	SYNE3
Positive Regulation of Interleukin-6 Production (GO:0032755)	1/78	0.17120851375584742	0.22275034381323602	0	0	5.49184857695496	9.692415749307926	IL6R
Positive Regulation of Secretion by Cell (GO:1903532)	1/78	0.17120851375584742	0.22275034381323602	0	0	5.49184857695496	9.692415749307926	EDN3
Monoatomic Cation Homeostasis (GO:0055080)	1/78	0.17120851375584742	0.22275034381323602	0	0	5.49184857695496	9.692415749307926	CNNM2
Cell Surface Receptor Signaling Pathway via STAT (GO:0097696)	1/80	0.1751975715630564	0.22734515161054578	0	0	5.35227578777269	9.322813204480115	IL6R
Lymphocyte Differentiation (GO:0030098)	1/81	0.17718504444156863	0.22872978464275226	0	0	5.285106382978723	9.14619710408154	AQP8
Protein N-linked Glycosylation (GO:0006487)	1/81	0.17718504444156863	0.22872978464275226	0	0	5.285106382978723	9.14619710408154	MGAT4A
Response to Insulin (GO:0032868)	1/82	0.1791678277339162	0.2306901823413377	0	0	5.219595482006829	8.974741207160669	PCK1
Regulation of T Cell Activation (GO:0050863)	1/83	0.18114593236975668	0.23084494458402324	0	0	5.155682407887909	8.808237552274337	PAG1
Neuropeptide Signaling Pathway (GO:0007218)	1/83	0.18114593236975668	0.23084494458402324	0	0	5.155682407887909	8.808237552274337	PYY
Protein Import Into Nucleus (GO:0006606)	1/83	0.18114593236975668	0.23084494458402324	0	0	5.155682407887909	8.808237552274337	APPL2
Monocarboxylic Acid Transport (GO:0015718)	1/83	0.18114593236975668	0.23084494458402324	0	0	5.155682407887909	8.808237552274337	ABCG2
Regulation of Rho Protein Signal Transduction (GO:0035023)	1/84	0.18311936906736004	0.23276298318792313	0	0	5.093309407844142	8.646488885588939	LPAR1
Regulation of Interleukin-8 Production (GO:0032677)	1/85	0.18508814865130835	0.23466533132576592	0	0	5.03242147922999	8.489307982804856	IL6R
Regulation of Epithelial to Mesenchymal Transition (GO:0010717)	1/86	0.1870522818483187	0.23595173624013807	0	0	4.9729662077597	8.336517035216884	GCNT2
Organophosphate Metabolic Process (GO:0019637)	1/86	0.1870522818483187	0.23595173624013807	0	0	4.9729662077597	8.336517035216884	PLPP1
Establishment of Protein Localization to Organelle (GO:0072594)	1/87	0.189011779389329	0.23721932918307198	0	0	4.914893617021277	8.187947071985567	APPL2
Protein Tetramerization (GO:0051262)	1/87	0.189011779389329	0.23721932918307198	0	0	4.914893617021277	8.187947071985567	APPL2
Cell Chemotaxis (GO:0060326)	1/88	0.19096665203568397	0.23800545170240292	0	0	4.858156028368795	8.043437425907788	LPAR1
Defense Response to Gram-negative Bacterium (GO:0050829)	1/88	0.19096665203568397	0.23800545170240292	0	0	4.858156028368795	8.043437425907788	IL6R
Monoatomic Cation Transmembrane Transport (GO:0098655)	2/334	0.19107479925404178	0.23800545170240292	0	0	2.569408067050812	4.252602390273128	SLC4A4;TRPM6
Regulation of Cilium Assembly (GO:1902017)	1/89	0.19291691042065512	0.23969926119766397	0	0	4.802707930367505	7.902835241681023	LPAR1
Positive Regulation of Cell Adhesion (GO:0045785)	1/90	0.19486256522478784	0.24031437944595424	0	0	4.748505857040402	7.765995010266912	EDIL3
Cellular Response to Hormone Stimulus (GO:0032870)	1/90	0.19486256522478784	0.24031437944595424	0	0	4.748505857040402	7.765995010266912	NR3C1
Chloride Transport (GO:0006821)	1/90	0.19486256522478784	0.24031437944595424	0	0	4.748505857040402	7.765995010266912	CLIC5
Positive Regulation of Biosynthetic Process (GO:0009891)	1/91	0.19680362708683685	0.24210743233207405	0	0	4.6955082742316785	7.63277814208722	PCK1
Regulation of Cell Cycle G1/S Phase Transition (GO:1902806)	1/92	0.19874010659848615	0.2438860073566608	0	0	4.643675473462707	7.503052567402758	APPL2
Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)	1/93	0.2006720143577491	0.24504666126732505	0	0	4.592969472710453	7.376692362449925	LPAR1
Calcium Ion Transmembrane Transport (GO:0070588)	1/93	0.2006720143577491	0.24504666126732505	0	0	4.592969472710453	7.376692362449925	TRPM6
Positive Regulation of Cell Migration (GO:0030335)	2/349	0.20417113571312337	0.24852692413962094	0	0	2.4564590903395565	3.902814185497018	GCNT2;MYLK
Regulation of Innate Immune Response (GO:0045088)	1/95	0.2045221568875351	0.24852692413962094	0	0	4.494794024445451	7.1335930380020685	APPL2
Response to Calcium Ion (GO:0051592)	1/98	0.21026334584786519	0.25302877212200725	0	0	4.355121737223075	6.791352910221466	CPNE8
Regulation of Insulin Secretion (GO:0050796)	1/98	0.21026334584786519	0.25302877212200725	0	0	4.355121737223075	6.791352910221466	IL6R
Dephosphorylation (GO:0016311)	1/98	0.21026334584786519	0.25302877212200725	0	0	4.355121737223075	6.791352910221466	PLPP1
Regulation of Osteoblast Differentiation (GO:0045667)	1/98	0.21026334584786519	0.25302877212200725	0	0	4.355121737223075	6.791352910221466	IL6R
Calcium-mediated Signaling (GO:0019722)	1/100	0.2140682440880332	0.2545261179706998	0	0	4.266709649688373	6.576964036635908	ANK2
Sodium Ion Transmembrane Transport (GO:0035725)	1/100	0.2140682440880332	0.2545261179706998	0	0	4.266709649688373	6.576964036635908	SLC4A4
Regulation of Mitotic Cell Cycle Phase Transition (GO:1901990)	1/100	0.2140682440880332	0.2545261179706998	0	0	4.266709649688373	6.576964036635908	APPL2
Defense Response to Gram-positive Bacterium (GO:0050830)	1/100	0.2140682440880332	0.2545261179706998	0	0	4.266709649688373	6.576964036635908	IL6R
Regulation of Protein Secretion (GO:0050708)	1/100	0.2140682440880332	0.2545261179706998	0	0	4.266709649688373	6.576964036635908	IL6R
Hemopoiesis (GO:0030097)	1/102	0.21785519065720038	0.2584105722115241	0	0	4.181799030966927	6.372746833533601	MEIS1
Positive Regulation of Cold-Induced Thermogenesis (GO:0120162)	1/103	0.21974195801724053	0.25941033998709867	0	0	4.140592407175636	6.274245219426223	APPL2
B Cell Activation (GO:0042113)	1/103	0.21974195801724053	0.25941033998709867	0	0	4.140592407175636	6.274245219426223	AQP8
Sensory Perception of Mechanical Stimulus (GO:0050954)	1/104	0.22162426852221281	0.2610124679041227	0	0	4.100185912001653	6.17804456892913	CLIC5
Positive Regulation of Immune Response (GO:0050778)	1/105	0.2235021324797859	0.2613660231587143	0	0	4.060556464811784	6.0840711244578625	PCK1
Inorganic Cation Import Across Plasma Membrane (GO:0098659)	1/105	0.2235021324797859	0.2613660231587143	0	0	4.060556464811784	6.0840711244578625	AQP8
Regulation of Immune Response (GO:0050776)	1/105	0.2235021324797859	0.2613660231587143	0	0	4.060556464811784	6.0840711244578625	APPL2
Steroid Metabolic Process (GO:0008202)	1/108	0.22910914776323044	0.2672940057237689	0	0	3.9461125472260887	5.814820824388835	DHRS11
Sensory Perception of Sound (GO:0007605)	1/109	0.2309693281098101	0.26757985098036274	0	0	3.909377462568952	5.729076781893868	CLIC5
Regulation of Defense Response (GO:0031347)	1/109	0.2309693281098101	0.26757985098036274	0	0	3.909377462568952	5.729076781893868	APPL2
Cellular Response to Insulin Stimulus (GO:0032869)	1/109	0.2309693281098101	0.26757985098036274	0	0	3.909377462568952	5.729076781893868	PCK1
Cellular Response to Chemical Stress (GO:0062197)	1/112	0.23652353752819621	0.2733772050035198	0	0	3.803143569101016	5.483020803278797	GPX3
Regulation of mRNA Splicing, via Spliceosome (GO:0048024)	1/113	0.23836619727956293	0.2748677495311897	0	0	3.768996960486322	5.404542426400358	PRDX6
Cellular Response to Metal Ion (GO:0071248)	1/114	0.24020450214852124	0.27634638325883115	0	0	3.735454716625871	5.327746925017653	CPNE8
Regulation of Interleukin-6 Production (GO:0032675)	1/115	0.24203846229094883	0.2771730777847963	0	0	3.702500933184024	5.252584902806082	IL6R
Regulation of Primary Metabolic Process (GO:0080090)	1/115	0.24203846229094883	0.2771730777847963	0	0	3.702500933184024	5.252584902806082	PLPP1
Positive Regulation of Cell Cycle Process (GO:0090068)	1/121	0.25295154382023144	0.28900440753713796	0	0	3.5163120567375885	4.833372529738952	EDN3
Protein Localization to Nucleus (GO:0034504)	1/123	0.25655493243570043	0.29244908582693374	0	0	3.458318800139519	4.704740040857999	APPL2
Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000045)	1/126	0.26192812637195095	0.29789079818503345	0	0	3.3748085106382977	4.521180810968198	APPL2
Lipid Transport (GO:0006869)	1/130	0.2690332711029445	0.30527291264420875	0	0	3.269503546099291	4.292597323637588	ABCA8
Cellular Response to Oxidative Stress (GO:0034599)	1/132	0.2725606844961436	0.3085709799421034	0	0	3.2192626279031997	4.184700155999161	GPX3
Epithelial Cell Differentiation (GO:0030855)	1/134	0.27607142866878964	0.31183522738270103	0	0	3.1705327147656375	4.08077885655363	PCK1
Positive Regulation of Multicellular Organismal Process (GO:0051240)	2/432	0.2779164607313797	0.3132074398718724	0	0	1.9739130434782608	2.5274667781887783	GCNT2;APPL2
Monocarboxylic Acid Metabolic Process (GO:0032787)	1/137	0.28130645867119686	0.31631065601716024	0	0	3.1001251564455568	3.9319216086160855	MGAT4A
Protein Localization to Cell Periphery (GO:1990778)	1/138	0.2830432173454908	0.3175450993695461	0	0	3.077341202050008	3.884083682173603	ANK2
Organelle Organization (GO:0006996)	2/442	0.28684770875858334	0.321088538858144	0	0	1.9280632411067193	2.407772770697143	SORBS2;SYNE3
Regulation of Response to External Stimulus (GO:0032101)	1/141	0.28822887297507993	0.32190955026654994	0	0	3.0109422492401214	3.7456134124770153	APPL2
